Date and Time   ,Year,Period,Hour,dir,Wind speed,spd,A,h,B,H,H-h
2020-07-04 03:15,2020,0 to 24 h,16.33,245,0,0.00,66.1,18.9,67.9,19.9,1.0
2020-07-04 03:20,2020,0 to 24 h,16.42,224,0,0.00,65.4,18.6,67.2,19.6,1.0
2020-07-04 03:25,2020,0 to 24 h,16.50,244,0,0.00,64.7,18.2,66.6,19.2,1.1
2020-07-04 03:30,2020,0 to 24 h,16.58,210,0,0.00,64.5,18.1,66.4,19.1,1.1
2020-07-04 03:35,2020,0 to 24 h,16.67,221,0,0.00,64.5,18.1,66.3,19.1,1.0
2020-07-04 03:40,2020,0 to 24 h,16.75,197,0,0.00,64.4,18.0,66,18.9,0.9
2020-07-04 03:45,2020,0 to 24 h,16.83,201,0,0.00,64.4,18.0,65.9,18.8,0.8
2020-07-04 03:50,2020,0 to 24 h,16.92,230,0,0.00,64.3,17.9,66.8,19.3,1.4
2020-07-04 03:55,2020,0 to 24 h,17.00,221,0,0.00,64.9,18.3,68.1,20.1,1.8
2020-07-04 04:00,2020,0 to 24 h,17.08,230,0,0.00,65.1,18.4,67.2,19.6,1.2
2020-07-04 04:05,2020,0 to 24 h,17.17,230,0,0.00,64.9,18.3,66.6,19.2,0.9
2020-07-04 04:10,2020,0 to 24 h,17.25,218,0,0.00,64.2,17.9,66.2,19.0,1.1
2020-07-04 04:15,2020,0 to 24 h,17.33,220,0,0.00,63.8,17.7,65.9,18.8,1.2
2020-07-04 04:20,2020,0 to 24 h,17.42,220,0,0.00,63.5,17.5,65.8,18.8,1.3
2020-07-04 04:25,2020,0 to 24 h,17.50,221,0,0.00,63.3,17.4,65.3,18.5,1.1
2020-07-04 04:30,2020,0 to 24 h,17.58,224,0,0.00,63.6,17.6,65.6,18.7,1.1
2020-07-04 04:35,2020,0 to 24 h,17.67,228,0,0.00,63.6,17.6,65.7,18.7,1.2
2020-07-04 04:40,2020,0 to 24 h,17.75,220,0,0.00,63.3,17.4,65.2,18.4,1.1
2020-07-04 04:45,2020,0 to 24 h,17.83,220,0,0.00,63.5,17.5,65.1,18.4,0.9
2020-07-04 04:50,2020,0 to 24 h,17.92,240,0,0.00,63.8,17.7,65.4,18.6,0.9
2020-07-04 04:55,2020,0 to 24 h,18.00,214,0,0.00,64.1,17.8,66,18.9,1.1
2020-07-04 05:00,2020,0 to 24 h,18.08,210,1,0.45,64.4,18.0,66.2,19.0,1.0
2020-07-04 05:05,2020,0 to 24 h,18.17,206,0,0.00,64.7,18.2,66.4,19.1,0.9
2020-07-04 05:10,2020,0 to 24 h,18.25,201,0,0.00,64.8,18.2,66.7,19.3,1.1
2020-07-04 05:15,2020,0 to 24 h,18.33,192,0,0.00,64.7,18.2,67.1,19.5,1.3
2020-07-04 05:20,2020,0 to 24 h,18.42,125,1,0.45,65,18.3,66.9,19.4,1.1
2020-07-04 05:25,2020,0 to 24 h,18.50,63,0,0.00,65.4,18.6,66.9,19.4,0.8
2020-07-04 05:30,2020,0 to 24 h,18.58,64,0,0.00,65.6,18.7,67,19.4,0.8
2020-07-04 05:35,2020,0 to 24 h,18.67,56,2,0.89,66.1,18.9,67.4,19.7,0.7
2020-07-04 05:40,2020,0 to 24 h,18.75,59,1,0.45,66.5,19.2,67.8,19.9,0.7
2020-07-04 05:45,2020,0 to 24 h,18.83,62,1,0.45,66.5,19.2,67.7,19.8,0.7
2020-07-04 05:50,2020,0 to 24 h,18.92,64,1,0.45,66.7,19.3,67.7,19.8,0.6
2020-07-04 05:55,2020,0 to 24 h,19.00,67,1,0.45,67.3,19.6,68.2,20.1,0.5
2020-07-04 06:00,2020,0 to 24 h,19.08,67,1,0.45,67.8,19.9,68.5,20.3,0.4
2020-07-04 06:05,2020,0 to 24 h,19.17,67,0,0.00,68.2,20.1,68.9,20.5,0.4
2020-07-04 06:10,2020,0 to 24 h,19.25,67,0,0.00,68.6,20.3,69.1,20.6,0.3
2020-07-04 06:15,2020,0 to 24 h,19.33,67,0,0.00,68.9,20.5,69.5,20.8,0.3
2020-07-04 06:20,2020,0 to 24 h,19.42,67,0,0.00,69.7,20.9,70.4,21.3,0.4
2020-07-04 06:25,2020,0 to 24 h,19.50,63,0,0.00,70.1,21.2,70.5,21.4,0.2
2020-07-04 06:30,2020,0 to 24 h,19.58,62,1,0.45,70.3,21.3,70.7,21.5,0.2
2020-07-04 06:35,2020,0 to 24 h,19.67,62,0,0.00,70.9,21.6,71.3,21.8,0.2
2020-07-04 06:40,2020,0 to 24 h,19.75,57,0,0.00,71.6,22.0,72.3,22.4,0.4
2020-07-04 06:45,2020,0 to 24 h,19.83,50,0,0.00,72.4,22.4,72.9,22.7,0.3
2020-07-04 06:50,2020,0 to 24 h,19.92,53,0,0.00,73.2,22.9,73.7,23.2,0.3
2020-07-04 06:55,2020,0 to 24 h,20.00,55,0,0.00,73.7,23.2,74.2,23.4,0.3
2020-07-04 07:00,2020,0 to 24 h,20.08,66,0,0.00,73.6,23.1,73.8,23.2,0.1
2020-07-04 07:05,2020,0 to 24 h,20.17,67,1,0.45,73.1,22.8,73.4,23.0,0.2
2020-07-04 07:10,2020,0 to 24 h,20.25,80,0,0.00,73.5,23.1,74,23.3,0.3
2020-07-04 07:15,2020,0 to 24 h,20.33,217,0,0.00,73.7,23.2,74.1,23.4,0.2
2020-07-04 07:20,2020,0 to 24 h,20.42,238,0,0.00,74.5,23.6,74.9,23.8,0.2
2020-07-04 07:25,2020,0 to 24 h,20.50,69,0,0.00,75.6,24.2,76,24.4,0.2
2020-07-04 07:30,2020,0 to 24 h,20.58,121,1,0.45,76.2,24.6,76.3,24.6,0.1
2020-07-04 07:35,2020,0 to 24 h,20.67,62,2,0.89,75.8,24.3,75.8,24.3,0.0
2020-07-04 07:40,2020,0 to 24 h,20.75,62,1,0.45,75.9,24.4,75.9,24.4,0.0
2020-07-04 07:45,2020,0 to 24 h,20.83,63,2,0.89,76.5,24.7,76.3,24.6,
2020-07-04 07:50,2020,0 to 24 h,20.92,63,1,0.45,76.7,24.8,76.4,24.7,
2020-07-04 07:55,2020,0 to 24 h,21.00,72,2,0.89,77,25.0,76.9,24.9,
2020-07-04 08:00,2020,0 to 24 h,21.08,83,1,0.45,77.3,25.2,77.5,25.3,0.1
2020-07-04 08:05,2020,0 to 24 h,21.17,84,0,0.00,78.3,25.7,78.4,25.8,0.1
2020-07-04 08:10,2020,0 to 24 h,21.25,86,1,0.45,77.9,25.5,78,25.6,0.1
2020-07-04 08:15,2020,0 to 24 h,21.33,76,1,0.45,78,25.6,78.3,25.7,0.2
2020-07-04 08:20,2020,0 to 24 h,21.42,104,1,0.45,77.8,25.4,78.5,25.8,0.4
2020-07-04 08:25,2020,0 to 24 h,21.50,104,0,0.00,78.4,25.8,79.3,26.3,0.5
2020-07-04 08:30,2020,0 to 24 h,21.58,103,0,0.00,78.7,25.9,79.7,26.5,0.6
2020-07-04 08:35,2020,0 to 24 h,21.67,112,0,0.00,79.3,26.3,80.2,26.8,0.5
2020-07-04 08:40,2020,0 to 24 h,21.75,122,2,0.89,79.5,26.4,80.1,26.7,0.3
2020-07-04 08:45,2020,0 to 24 h,21.83,120,3,1.34,79.1,26.2,79.5,26.4,0.2
2020-07-04 08:50,2020,0 to 24 h,21.92,118,3,1.34,79,26.1,79.2,26.2,0.1
2020-07-04 08:55,2020,0 to 24 h,22.00,124,3,1.34,79.2,26.2,79.5,26.4,0.2
2020-07-04 09:00,2020,0 to 24 h,22.08,124,4,1.79,79.1,26.2,79.4,26.3,0.2
2020-07-04 09:05,2020,0 to 24 h,22.17,114,2,0.89,79.8,26.6,80,26.7,0.1
2020-07-04 09:10,2020,0 to 24 h,22.25,115,3,1.34,80,26.7,79.9,26.6,
2020-07-04 09:15,2020,0 to 24 h,22.33,125,2,0.89,80.3,26.8,80.4,26.9,0.1
2020-07-04 09:20,2020,0 to 24 h,22.42,108,2,0.89,81.3,27.4,81.3,27.4,0.0
2020-07-04 09:25,2020,0 to 24 h,22.50,136,2,0.89,81.4,27.4,81.4,27.4,0.0
2020-07-04 09:30,2020,0 to 24 h,22.58,132,3,1.34,81.5,27.5,81.5,27.5,0.0
2020-07-04 09:35,2020,0 to 24 h,22.67,146,2,0.89,81.6,27.6,81.5,27.5,
2020-07-04 09:40,2020,0 to 24 h,22.75,145,3,1.34,81.7,27.6,81.7,27.6,0.0
2020-07-04 09:45,2020,0 to 24 h,22.83,138,3,1.34,82,27.8,81.8,27.7,
2020-07-04 09:50,2020,0 to 24 h,22.92,122,3,1.34,82.4,28.0,82.2,27.9,
2020-07-04 09:55,2020,0 to 24 h,23.00,112,2,0.89,83.1,28.4,82.6,28.1,
2020-07-04 10:00,2020,0 to 24 h,23.08,90,2,0.89,83.5,28.6,82.9,28.3,
2020-07-04 10:05,2020,0 to 24 h,23.17,111,2,0.89,83.5,28.6,82.9,28.3,
2020-07-04 10:10,2020,0 to 24 h,23.25,121,3,1.34,83.3,28.5,82.8,28.2,
2020-07-04 10:15,2020,0 to 24 h,23.33,118,2,0.89,83.3,28.5,82.9,28.3,
2020-07-04 10:20,2020,0 to 24 h,23.42,128,2,0.89,83.8,28.8,83.3,28.5,
2020-07-04 10:25,2020,0 to 24 h,23.50,122,2,0.89,84,28.9,83.2,28.4,
2020-07-04 10:30,2020,0 to 24 h,23.58,136,3,1.34,83.9,28.8,83.1,28.4,
2020-07-04 10:35,2020,0 to 24 h,23.67,118,2,0.89,84.4,29.1,83.6,28.7,
2020-07-04 10:40,2020,0 to 24 h,23.75,122,2,0.89,84.7,29.3,83.6,28.7,
2020-07-04 10:45,2020,0 to 24 h,23.83,103,2,0.89,85.6,29.8,84.3,29.1,
2020-07-04 10:50,2020,0 to 24 h,23.92,124,3,1.34,85.3,29.6,84.3,29.1,
2020-07-04 10:55,2020,24 to 48 h,24.00,132,2,0.89,85.9,29.9,84.9,29.4,
2020-07-04 11:00,2020,24 to 48 h,24.08,96,1,0.45,86.4,30.2,85.3,29.6,
2020-07-04 11:05,2020,24 to 48 h,24.17,73,2,0.89,86.6,30.3,84.8,29.3,
2020-07-04 11:10,2020,24 to 48 h,24.25,83,1,0.45,86.9,30.5,85.2,29.6,
2020-07-04 11:15,2020,24 to 48 h,24.33,110,1,0.45,86.8,30.4,85.2,29.6,
2020-07-04 11:20,2020,24 to 48 h,24.42,93,2,0.89,86.6,30.3,85,29.4,
2020-07-04 11:25,2020,24 to 48 h,24.50,72,2,0.89,86.5,30.3,84.7,29.3,
2020-07-04 11:30,2020,24 to 48 h,24.58,98,2,0.89,87.1,30.6,85.3,29.6,
2020-07-04 11:35,2020,24 to 48 h,24.67,80,2,0.89,86.5,30.3,84.9,29.4,
2020-07-04 11:40,2020,24 to 48 h,24.75,112,2,0.89,86.7,30.4,85.2,29.6,
2020-07-04 11:45,2020,24 to 48 h,24.83,135,3,1.34,86.5,30.3,85.1,29.5,
2020-07-04 11:50,2020,24 to 48 h,24.92,129,1,0.45,87.5,30.8,86.1,30.1,
2020-07-04 11:55,2020,24 to 48 h,25.00,84,1,0.45,88.5,31.4,86.8,30.4,
2020-07-04 12:00,2020,24 to 48 h,25.08,97,1,0.45,88.2,31.2,86.1,30.1,
2020-07-04 12:05,2020,24 to 48 h,25.17,69,2,0.89,89,31.7,86.4,30.2,
2020-07-04 12:10,2020,24 to 48 h,25.25,69,2,0.89,88.2,31.2,85.8,29.9,
2020-07-04 12:15,2020,24 to 48 h,25.33,57,2,0.89,88.1,31.2,85.6,29.8,
2020-07-04 12:20,2020,24 to 48 h,25.42,84,1,0.45,88.9,31.6,86.7,30.4,
2020-07-04 12:25,2020,24 to 48 h,25.50,114,2,0.89,88.5,31.4,86.4,30.2,
2020-07-04 12:30,2020,24 to 48 h,25.58,111,1,0.45,88.8,31.6,87,30.6,
2020-07-04 12:35,2020,24 to 48 h,25.67,138,1,0.45,88.5,31.4,86.8,30.4,
2020-07-04 12:40,2020,24 to 48 h,25.75,108,0,0.00,90.2,32.3,88.3,31.3,
2020-07-04 12:45,2020,24 to 48 h,25.83,115,2,0.89,89.5,31.9,87.3,30.7,
2020-07-04 12:50,2020,24 to 48 h,25.92,114,1,0.45,89.2,31.8,87.1,30.6,
2020-07-04 12:55,2020,24 to 48 h,26.00,87,1,0.45,90.7,32.6,88.5,31.4,
2020-07-04 13:00,2020,24 to 48 h,26.08,134,1,0.45,89.7,32.1,87.7,30.9,
2020-07-04 13:05,2020,24 to 48 h,26.17,79,0,0.00,91.1,32.8,88.7,31.5,
2020-07-04 13:10,2020,24 to 48 h,26.25,207,1,0.45,88.6,31.4,85.9,29.9,
2020-07-04 13:15,2020,24 to 48 h,26.33,214,0,0.00,89.8,32.1,88,31.1,
2020-07-04 13:20,2020,24 to 48 h,26.42,120,2,0.89,90.2,32.3,88,31.1,
2020-07-04 13:25,2020,24 to 48 h,26.50,121,3,1.34,89.4,31.9,87.3,30.7,
2020-07-04 13:30,2020,24 to 48 h,26.58,115,1,0.45,88.8,31.6,87,30.6,
2020-07-04 13:35,2020,24 to 48 h,26.67,128,1,0.45,85.9,29.9,85.2,29.6,
2020-07-04 13:40,2020,24 to 48 h,26.75,129,1,0.45,87.7,30.9,86.9,30.5,
2020-07-04 13:45,2020,24 to 48 h,26.83,129,2,0.89,89.1,31.7,87.6,30.9,
2020-07-04 13:50,2020,24 to 48 h,26.92,131,2,0.89,89.6,32.0,87.8,31.0,
2020-07-04 13:55,2020,24 to 48 h,27.00,122,1,0.45,90.2,32.3,88,31.1,
2020-07-04 14:00,2020,24 to 48 h,27.08,100,2,0.89,88.1,31.2,86.7,30.4,
2020-07-04 14:05,2020,24 to 48 h,27.17,129,2,0.89,89.8,32.1,88.1,31.2,
2020-07-04 14:10,2020,24 to 48 h,27.25,105,1,0.45,90.2,32.3,88.3,31.3,
2020-07-04 14:15,2020,24 to 48 h,27.33,90,1,0.45,90.4,32.4,88.5,31.4,
2020-07-04 14:20,2020,24 to 48 h,27.42,76,2,0.89,90.6,32.6,88,31.1,
2020-07-04 14:25,2020,24 to 48 h,27.50,115,0,0.00,92,33.3,89.6,32.0,
2020-07-04 14:30,2020,24 to 48 h,27.58,127,1,0.45,89.2,31.8,87.4,30.8,
2020-07-04 14:35,2020,24 to 48 h,27.67,69,1,0.45,89.8,32.1,88.1,31.2,
2020-07-04 14:40,2020,24 to 48 h,27.75,70,1,0.45,90.5,32.5,88.4,31.3,
2020-07-04 14:45,2020,24 to 48 h,27.83,56,2,0.89,91.7,33.2,88.6,31.4,
2020-07-04 14:50,2020,24 to 48 h,27.92,112,2,0.89,90.7,32.6,88.3,31.3,
2020-07-04 14:55,2020,24 to 48 h,28.00,74,1,0.45,91.3,32.9,88.7,31.5,
2020-07-04 15:00,2020,24 to 48 h,28.08,132,1,0.45,91.1,32.8,89.1,31.7,
2020-07-04 15:05,2020,24 to 48 h,28.17,115,1,0.45,89.5,31.9,88.1,31.2,
2020-07-04 15:10,2020,24 to 48 h,28.25,131,1,0.45,90.2,32.3,88.8,31.6,
2020-07-04 15:15,2020,24 to 48 h,28.33,156,1,0.45,91.1,32.8,89.6,32.0,
2020-07-04 15:20,2020,24 to 48 h,28.42,182,3,1.34,89.7,32.1,88.4,31.3,
2020-07-04 15:25,2020,24 to 48 h,28.50,148,2,0.89,89.5,31.9,88.2,31.2,
2020-07-04 15:30,2020,24 to 48 h,28.58,230,1,0.45,90.7,32.6,89.7,32.1,
2020-07-04 15:35,2020,24 to 48 h,28.67,175,1,0.45,90.5,32.5,89.5,31.9,
2020-07-04 15:40,2020,24 to 48 h,28.75,118,1,0.45,90.5,32.5,89,31.7,
2020-07-04 15:45,2020,24 to 48 h,28.83,122,1,0.45,89.8,32.1,88.4,31.3,
2020-07-04 15:50,2020,24 to 48 h,28.92,163,0,0.00,89.5,31.9,88.3,31.3,
2020-07-04 15:55,2020,24 to 48 h,29.00,110,1,0.45,87.7,30.9,86.9,30.5,
2020-07-04 16:00,2020,24 to 48 h,29.08,93,0,0.00,88.7,31.5,88.1,31.2,
2020-07-04 16:05,2020,24 to 48 h,29.17,73,1,0.45,90,32.2,88.9,31.6,
2020-07-04 16:10,2020,24 to 48 h,29.25,31,0,0.00,92.2,33.4,89.6,32.0,
2020-07-04 16:15,2020,24 to 48 h,29.33,118,0,0.00,93.3,34.1,89.7,32.1,
2020-07-04 16:20,2020,24 to 48 h,29.42,63,1,0.45,92.6,33.7,90.1,32.3,
2020-07-04 16:25,2020,24 to 48 h,29.50,76,1,0.45,92.9,33.8,90.5,32.5,
2020-07-04 16:30,2020,24 to 48 h,29.58,128,3,1.34,91.3,32.9,89.6,32.0,
2020-07-04 16:35,2020,24 to 48 h,29.67,118,2,0.89,90.4,32.4,89.1,31.7,
2020-07-04 16:40,2020,24 to 48 h,29.75,84,1,0.45,88.9,31.6,87.9,31.1,
2020-07-04 16:45,2020,24 to 48 h,29.83,70,1,0.45,87.2,30.7,86.4,30.2,
2020-07-04 16:50,2020,24 to 48 h,29.92,76,1,0.45,85.9,29.9,85.6,29.8,
2020-07-04 16:55,2020,24 to 48 h,30.00,88,0,0.00,85.6,29.8,85.5,29.7,
2020-07-04 17:00,2020,24 to 48 h,30.08,90,0,0.00,85.4,29.7,85.5,29.7,0.1
2020-07-04 17:05,2020,24 to 48 h,30.17,88,0,0.00,85.2,29.6,85.2,29.6,0.0
2020-07-04 17:10,2020,24 to 48 h,30.25,88,0,0.00,85.9,29.9,85.9,29.9,0.0
2020-07-04 17:15,2020,24 to 48 h,30.33,76,0,0.00,89.7,32.1,88.6,31.4,
2020-07-04 17:20,2020,24 to 48 h,30.42,112,1,0.45,89.5,31.9,88.4,31.3,
2020-07-04 17:25,2020,24 to 48 h,30.50,125,1,0.45,88.4,31.3,87.8,31.0,
2020-07-04 17:30,2020,24 to 48 h,30.58,128,1,0.45,88.2,31.2,87.5,30.8,
2020-07-04 17:35,2020,24 to 48 h,30.67,121,2,0.89,88.1,31.2,87.3,30.7,
2020-07-04 17:40,2020,24 to 48 h,30.75,115,0,0.00,88.5,31.4,87.8,31.0,
2020-07-04 17:45,2020,24 to 48 h,30.83,124,1,0.45,88.3,31.3,87.6,30.9,
2020-07-04 17:50,2020,24 to 48 h,30.92,127,0,0.00,88.5,31.4,87.9,31.1,
2020-07-04 17:55,2020,24 to 48 h,31.00,120,1,0.45,88.6,31.4,87.9,31.1,
2020-07-04 18:00,2020,24 to 48 h,31.08,120,0,0.00,88.7,31.5,88,31.1,
2020-07-04 18:05,2020,24 to 48 h,31.17,120,0,0.00,89.3,31.8,88.5,31.4,
2020-07-04 18:10,2020,24 to 48 h,31.25,120,0,0.00,89.7,32.1,88.5,31.4,
2020-07-04 18:15,2020,24 to 48 h,31.33,142,0,0.00,90.2,32.3,88.6,31.4,
2020-07-04 18:20,2020,24 to 48 h,31.42,131,0,0.00,89.2,31.8,88.1,31.2,
2020-07-04 18:25,2020,24 to 48 h,31.50,131,0,0.00,88.4,31.3,87.7,30.9,
2020-07-04 18:30,2020,24 to 48 h,31.58,129,0,0.00,87.7,30.9,87.2,30.7,
2020-07-04 18:35,2020,24 to 48 h,31.67,131,0,0.00,87.5,30.8,87.2,30.7,
2020-07-04 18:40,2020,24 to 48 h,31.75,131,0,0.00,88,31.1,87.7,30.9,
2020-07-04 18:45,2020,24 to 48 h,31.83,131,0,0.00,87.7,30.9,87.5,30.8,
2020-07-04 18:50,2020,24 to 48 h,31.92,131,0,0.00,87.5,30.8,87.1,30.6,
2020-07-04 18:55,2020,24 to 48 h,32.00,131,0,0.00,87.3,30.7,87.1,30.6,
2020-07-04 19:00,2020,24 to 48 h,32.08,131,0,0.00,87.8,31.0,87.6,30.9,
2020-07-04 19:05,2020,24 to 48 h,32.17,131,0,0.00,88.9,31.6,88.3,31.3,
2020-07-04 19:10,2020,24 to 48 h,32.25,131,0,0.00,88.6,31.4,87.9,31.1,
2020-07-04 19:15,2020,24 to 48 h,32.33,131,0,0.00,89.1,31.7,88,31.1,
